zip,city,state,cat,pr_1,rv_1,pr_2,rv_2,pr_3,rv_3,pr_4,rv_4,avg_lat,avg_long,db_city
93105,Santa Barbara,CA,shopping,12,126,41,1010,11,89,7,57,34.43782145922674,-119.73574424126792,Santa Barbara
93105,Santa Barbara,CA,localservices,1,29,7,198,4,37,1,9,34.43881497040429,-119.73709600427824,Santa Barbara
93117,Goleta,CA,restaurants,0,0,0,0,0,0,0,0,34.5,-120.12,Goleta
93117,Goleta,CA,shopping,0,0,0,0,0,0,0,0,34.5,-120.12,Goleta
93117,Goleta,CA,localservices,2,27,1,24,2,21,0,0,34.434460355128216,-119.86359805180773,Goleta
93243,Lebec,CA,restaurants,16,1505,5,767,0,0,0,0,34.910237125613996,-118.91483124177985,Lebec
93243,Lebec,CA,shopping,2,8,1,2,1,15,1,1,34.85687693960938,-118.8818965335546,Lebec
93243,Lebec,CA,localservices,0,0,0,0,0,0,1,1,34.83583907054194,-118.88056296494365,Lebec
93261,Richgrove,CA,restaurants,1,6,0,0,0,0,0,0,35.80378,-119.106046,Richgrove
93261,Richgrove,CA,shopping,0,0,0,0,0,0,0,0,35.81,-119.13,Richgrove
93261,Richgrove,CA,localservices,0,0,0,0,0,0,0,0,35.7988378,-119.1042271,Richgrove
93268,Taft,CA,restaurants,12,176,15,396,0,0,0,0,35.146323877411874,-119.45539668186632,Taft
93268,Taft,CA,shopping,1,4,2,9,1,5,0,0,35.14487353258077,-119.462651576338,Taft
93268,Taft,CA,localservices,0,0,0,0,0,0,0,0,35.143337200000005,-119.45686570000001,Taft
93313,Bakersfield,CA,restaurants,0,0,1,67,0,0,0,0,35.3279571624441,-119.02822785079499,Bakersfield
93313,Bakersfield,CA,shopping,0,0,0,0,0,0,0,0,35.15,-119.06,Bakersfield
93313,Bakersfield,CA,localservices,0,0,0,0,0,0,0,0,35.31113473571428,-119.0471088357143,Bakersfield
93510,Acton,CA,restaurants,4,192,10,817,0,0,0,0,34.48700217329306,-118.18339077566166,Acton
93510,Acton,CA,shopping,0,0,6,77,1,4,0,0,34.477005451570896,-118.18625484806891,Acton
93510,Acton,CA,localservices,0,0,1,4,0,0,0,0,34.49430709107635,-118.17887075510794,Acton
93518,Caliente,CA,restaurants,1,8,0,0,0,0,0,0,35.31233,-118.4094,Caliente
93518,Caliente,CA,shopping,0,0,0,0,0,0,0,0,35.4,-118.51,Caliente
93518,Caliente,CA,localservices,0,0,0,0,0,0,0,0,35.4,-118.51,Caliente
93531,Keene,CA,restaurants,1,55,0,0,0,0,0,0,35.22433,-118.56555,Keene
93531,Keene,CA,shopping,0,0,0,0,0,0,0,0,35.23,-118.62,Keene
93531,Keene,CA,localservices,0,0,0,0,0,0,0,0,35.23,-118.62,Keene
93940,Monterey,CA,restaurants,0,0,0,0,0,0,0,0,36.6,-121.88,Monterey
93940,Monterey,CA,shopping,0,0,0,0,0,0,0,0,36.6,-121.88,Monterey
93940,Monterey,CA,localservices,0,0,1,39,1,183,0,0,36.58252481671591,-121.84048935658191,Monterey
94015,Daly City,CA,restaurants,38,7503,22,10458,1,456,0,0,37.6787480642817,-122.47488235299896,Daly City
94015,Daly City,CA,shopping,9,754,40,1863,11,239,1,10,37.674253453965896,-122.47272983588118,Daly City
94015,Daly City,CA,localservices,8,222,2,36,2,9,0,0,37.68190426145957,-122.47572922106475,Daly City
94085,Sunnyvale,CA,restaurants,22,4299,16,6080,0,0,0,0,37.388382973745145,-122.0166805304784,Sunnyvale
94085,Sunnyvale,CA,shopping,5,203,11,2553,1,1,1,6,37.38459234999611,-122.01126635032924,Sunnyvale
94085,Sunnyvale,CA,localservices,2,26,1,26,1,32,0,0,37.38466610152829,-122.0197222492493,Sunnyvale
94158,San Francisco,CA,restaurants,11,2570,21,3985,0,0,0,0,37.770227537272916,-122.39103059906819,San Francisco
94158,San Francisco,CA,shopping,0,0,6,206,3,57,0,0,37.77294076665098,-122.39159230654892,San Francisco
94158,San Francisco,CA,localservices,0,0,1,436,0,0,0,0,37.77189223679753,-122.39207619605527,San Francisco
94514,Byron,CA,restaurants,3,98,1,234,0,0,0,0,37.872667351850176,-121.63781162381125,Byron
94514,Byron,CA,shopping,1,6,1,9,0,0,0,0,37.87992764082032,-121.634148722754,Byron
94514,Byron,CA,localservices,0,0,0,0,0,0,0,0,37.858242875,-121.62298075,Byron
94561,Oakley,CA,restaurants,15,1224,10,1122,0,0,0,0,37.99830191038793,-121.72180491191199,Oakley
94561,Oakley,CA,shopping,4,59,13,270,0,0,0,0,37.99378254571075,-121.71701565387585,Oakley
94561,Oakley,CA,localservices,2,12,1,23,1,6,0,0,37.996096731234026,-121.71959186707916,Oakley
94591,Vallejo,CA,restaurants,33,3784,24,4292,0,0,0,0,38.11329846009082,-122.21998500149309,Vallejo
94591,Vallejo,CA,shopping,16,225,30,1199,2,41,1,12,38.11705690252656,-122.21784285912585,Vallejo
94591,Vallejo,CA,localservices,2,15,9,255,1,9,0,0,38.10899048327428,-122.21459240936461,Vallejo
94612,Oakland,CA,restaurants,42,4325,36,12442,2,1911,0,0,37.80744752302521,-122.26863861396896,Oakland
94612,Oakland,CA,shopping,18,627,35,1152,7,151,2,55,37.80652233940869,-122.26922206187677,Oakland
94612,Oakland,CA,localservices,4,408,1,15,2,22,1,43,37.807206749893496,-122.2686912479257,Oakland
94710,Berkeley,CA,restaurants,13,3766,21,12180,1,535,1,6,37.86764238140468,-122.29815345724924,Berkeley
94710,Berkeley,CA,shopping,2,124,30,1831,42,2136,5,186,37.86886580887613,-122.2995071831167,Berkeley
94710,Berkeley,CA,localservices,1,2,4,66,1,2,0,0,37.86767471397485,-122.29808562323261,Berkeley
95004,Aromas,CA,restaurants,0,0,1,107,1,16,0,0,36.888628455177354,-121.643206588834,Aromas
95004,Aromas,CA,shopping,4,48,0,0,0,0,0,0,36.87401040508244,-121.64475747252831,Aromas
95004,Aromas,CA,localservices,0,0,0,0,0,0,0,0,36.86503288310717,-121.642949580771,Aromas
95023,Hollister,CA,restaurants,38,1375,32,3455,0,0,0,0,36.85471548023759,-121.40111741306256,Hollister
95023,Hollister,CA,shopping,12,108,25,398,5,101,1,10,36.854587883415405,-121.39860143860527,Hollister
95023,Hollister,CA,localservices,3,61,3,15,2,10,1,3,36.8514796300734,-121.39913049254179,Hollister
95060,Santa Cruz,CA,restaurants,2,113,5,246,0,0,0,0,37.01767752979578,-122.0547655321162,Santa Cruz
95060,Santa Cruz,CA,shopping,0,0,4,45,0,0,1,1,37.04682316072863,-122.11709747113173,Santa Cruz
95060,Santa Cruz,CA,localservices,0,0,0,0,0,0,0,0,37.044061341943355,-122.10322068453581,Santa Cruz
95111,San Jose,CA,restaurants,38,4631,24,3590,1,3,0,0,37.2894940623127,-121.83831511387913,San Jose
95111,San Jose,CA,shopping,12,156,18,243,4,46,4,12,37.29361818498296,-121.84014988290224,San Jose
95111,San Jose,CA,localservices,7,136,4,57,0,0,0,0,37.28929374865944,-121.83723618986177,San Jose
95126,San Jose,CA,restaurants,17,2517,18,8231,1,475,0,0,37.329437388339564,-121.91209279178423,San Jose
95126,San Jose,CA,shopping,9,517,37,2662,6,188,1,4,37.329029740315086,-121.91223956097119,San Jose
95126,San Jose,CA,localservices,3,138,15,935,0,0,0,0,37.329769735088206,-121.91317882335419,San Jose
95258,Woodbridge,CA,restaurants,0,0,3,401,1,125,0,0,38.15418884550783,-121.30097533955075,Woodbridge
95258,Woodbridge,CA,shopping,0,0,1,16,0,0,0,0,38.155043356056,-121.300520896912,Woodbridge
95258,Woodbridge,CA,localservices,0,0,0,0,0,0,0,0,38.1544,-121.30181,Woodbridge
95328,Keyes,CA,restaurants,1,33,0,0,0,0,0,0,37.5573138986328,-120.913097403076,Keyes
95328,Keyes,CA,shopping,0,0,0,0,0,0,0,0,37.55,-120.91,Keyes
95328,Keyes,CA,localservices,0,0,0,0,0,0,0,0,37.55,-120.91,Keyes
95336,Manteca,CA,restaurants,53,4316,27,3274,1,263,0,0,37.802783448939856,-121.20841696144736,Manteca
95336,Manteca,CA,shopping,16,340,31,569,12,220,2,6,37.80001244317185,-121.20896642531052,Manteca
95336,Manteca,CA,localservices,2,82,7,117,3,96,1,25,37.805855330821004,-121.21050104862798,Manteca
95365,Planada,CA,restaurants,2,71,0,0,0,0,0,0,37.29385993333333,-120.32166433333333,Planada
95365,Planada,CA,shopping,0,0,0,0,0,0,0,0,37.32,-120.3,Planada
95365,Planada,CA,localservices,0,0,0,0,0,0,0,0,37.2904151,-120.3206719,Planada
95388,Winton,CA,restaurants,2,68,2,31,0,0,0,0,37.3871921448585,-120.6135569543995,Winton
